gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,cltv,churn
male,68,no,yes,no,no,0,united states,california,moraga,94556,37.827946,-122.107185,16510,q3,no,0,3,offer e,yes,35.43,yes,yes,fiber optic,18,no,yes,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,105.0,294.45,0.0,0,106.29,400.74,3,5960,1
female,73,no,yes,yes,no,0,united states,california,napa,94558,38.489789,-122.27011,63947,q3,yes,1,26,offer c,yes,9.28,yes,yes,fiber optic,26,no,yes,yes,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,93.85,2381.55,0.0,0,241.28,2622.83,2,2591,1
female,75,no,yes,yes,no,0,united states,california,oakley,94561,37.999406,-121.686241,27607,q3,yes,1,8,,yes,46.05,yes,yes,fiber optic,22,no,no,no,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,84.0,613.4,0.0,0,368.4,981.8,3,4819,1
male,66,no,yes,yes,no,0,united states,california,pleasanton,94588,37.685052,-121.912061,28568,q3,yes,1,18,offer d,yes,4.98,no,yes,fiber optic,18,no,no,no,no,no,yes,no,yes,month-to-month,no,bank withdrawal,78.55,1422.65,0.0,0,89.64000000000001,1512.2900000000002,3,3521,1
male,73,no,yes,no,no,0,united states,california,oakland,94602,37.803883,-122.208417,28900,q3,no,0,4,offer e,no,0.0,no,yes,dsl,19,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,25.2,102.5,0.0,0,0.0,102.5,3,4694,1
female,73,no,yes,no,no,0,united states,california,emeryville,94608,37.83726,-122.287648,24589,q3,no,0,15,offer d,yes,17.19,yes,yes,dsl,19,no,no,no,yes,no,no,no,yes,month-to-month,no,credit card,55.0,757.1,0.0,0,257.85,1014.95,1,3167,1
male,70,no,yes,yes,no,0,united states,california,richmond,94801,37.945288,-122.383941,28450,q3,yes,1,3,offer e,yes,32.31,yes,yes,fiber optic,27,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,94.6,279.55,0.0,0,96.93,376.48,1,3019,1
male,74,no,yes,yes,no,0,united states,california,larkspur,94939,37.937082,-122.532369,6773,q3,yes,1,53,,yes,39.36,yes,yes,fiber optic,23,no,yes,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,103.85,5485.5,0.0,0,2086.08,7571.58,1,5860,1
male,70,no,yes,yes,no,0,united states,california,ben lomond,95005,37.078873,-122.090386,6407,q3,yes,1,68,,yes,47.17,yes,yes,fiber optic,29,no,yes,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,105.3,7299.65,0.0,0,3207.56,10507.21,3,6284,1
male,71,no,yes,no,no,0,united states,california,boulder creek,95006,37.171727,-122.142961,10520,q3,no,0,25,offer c,yes,47.66,yes,yes,fiber optic,23,no,yes,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,88.95,2291.2,0.0,0,1191.5,3482.7,2,3878,1
male,66,no,yes,yes,no,0,united states,california,campbell,95008,37.279689,-121.954567,44976,q3,yes,1,66,,yes,48.87,yes,yes,fiber optic,13,no,yes,yes,yes,yes,yes,no,yes,one year,yes,bank withdrawal,110.85,7491.75,0.0,0,3225.42,10717.17,1,4281,1
male,68,no,yes,yes,no,0,united states,california,davenport,95017,37.114335,-122.237162,857,q3,yes,1,27,offer c,no,0.0,no,yes,dsl,25,no,no,no,no,no,yes,no,no,month-to-month,no,bank withdrawal,36.5,1032.0,0.0,30,0.0,1062.0,1,4564,1
male,73,no,yes,yes,no,0,united states,california,morgan hill,95037,37.161544,-121.649371,41707,q3,yes,1,29,,yes,6.25,yes,yes,fiber optic,21,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,94.45,2653.65,0.0,0,181.25,2834.9,1,2233,1
female,77,no,yes,yes,no,0,united states,california,san jose,95136,37.270938,-121.851046,36944,q3,yes,1,1,offer e,yes,13.02,yes,yes,fiber optic,30,no,yes,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,90.6,90.6,0.0,0,13.02,103.62,2,2905,1
male,73,no,yes,yes,no,0,united states,california,san jose,95139,37.218705,-121.762429,7023,q3,yes,3,2,,yes,4.19,yes,yes,fiber optic,11,no,no,no,no,yes,no,no,no,month-to-month,yes,credit card,86.85,156.35,0.0,40,8.38,204.73,1,5204,1
female,65,no,yes,yes,no,0,united states,california,stockton,95209,38.044523,-121.348048,30814,q3,yes,1,29,,yes,22.33,yes,yes,fiber optic,6,no,no,yes,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,99.05,2952.85,0.0,0,647.5699999999999,3600.42,1,3179,1
male,65,no,yes,no,no,0,united states,california,vallecito,95251,38.055562,-120.456298,460,q3,no,0,19,offer d,yes,32.77,no,yes,fiber optic,4,no,no,yes,no,yes,yes,yes,yes,month-to-month,yes,credit card,95.9,1777.9,0.0,0,622.6300000000001,2400.53,1,2851,1
female,78,no,yes,no,no,0,united states,california,woodbridge,95258,38.169605,-121.310964,4176,q3,no,0,47,,yes,14.22,yes,yes,fiber optic,11,no,yes,no,yes,yes,no,no,yes,month-to-month,yes,bank withdrawal,95.05,4504.55,0.0,0,668.34,5172.89,2,5214,1
male,69,no,yes,yes,no,0,united states,california,delhi,95315,37.422961,-120.765493,10159,q3,no,0,52,,yes,37.6,yes,yes,fiber optic,23,yes,no,yes,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,104.2,5568.35,0.0,0,1955.2,7523.55,1,5648,1
female,67,no,yes,no,no,0,united states,california,riverbank,95367,37.734971,-120.954271,16525,q3,no,0,11,,yes,3.62,yes,yes,fiber optic,22,no,no,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,95.15,997.65,0.0,0,39.82,1037.47,2,4074,1
male,74,no,yes,no,no,0,united states,california,santa rosa,95407,38.394091,-122.739814,30876,q3,no,0,43,,yes,39.12,no,yes,fiber optic,6,no,no,no,no,yes,yes,yes,yes,month-to-month,yes,mailed check,89.55,3856.75,0.0,0,1682.16,5538.91,1,3802,1
male,77,no,yes,no,no,0,united states,california,clearlake,95422,38.965804,-122.631779,13485,q3,no,0,46,,yes,36.78,no,yes,fiber optic,29,yes,no,no,no,no,yes,yes,yes,month-to-month,no,bank withdrawal,85.0,3969.4,0.0,0,1691.88,5661.280000000001,1,2097,1
female,79,no,yes,no,no,0,united states,california,lakewood,90712,33.840524,-118.148403,30173,q3,no,0,6,,yes,47.35,yes,yes,fiber optic,29,no,yes,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,98.25,560.6,0.0,0,284.1,844.7,3,3330,1
female,68,no,yes,no,no,0,united states,california,fulton,95439,38.493888,-122.777141,476,q3,no,0,1,,no,0.0,no,yes,cable,9,no,no,no,no,no,no,no,yes,month-to-month,yes,mailed check,25.7,25.7,0.0,0,0.0,25.7,1,4095,1
female,76,no,yes,yes,no,0,united states,california,lakeport,95453,39.080469,-122.955176,11180,q3,yes,6,1,,yes,41.16,no,yes,fiber optic,6,no,yes,no,no,no,no,no,yes,month-to-month,yes,mailed check,76.4,76.4,0.0,0,41.16,117.56,2,2426,1
male,80,no,yes,yes,yes,2,united states,california,lucerne,95458,39.141934,-122.770679,3002,q3,yes,5,22,,no,0.0,no,yes,cable,18,yes,no,no,no,no,yes,no,yes,month-to-month,no,mailed check,40.05,880.2,0.0,0,0.0,880.2,1,2061,1
female,72,no,yes,no,no,0,united states,california,the sea ranch,95497,38.696659,-123.436861,752,q3,no,0,1,,yes,20.55,no,yes,fiber optic,5,no,yes,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,73.0,73.0,0.0,0,20.55,93.55,1,4116,1
male,78,no,yes,no,no,0,united states,california,bridgeville,95526,40.372532,-123.525626,695,q3,no,0,33,,yes,38.53,yes,yes,fiber optic,2,no,yes,yes,no,no,no,no,yes,month-to-month,yes,credit card,83.85,2716.3,0.0,0,1271.49,3987.79,2,2583,1
female,67,no,yes,no,no,0,united states,california,garberville,95542,40.057784,-123.679461,2423,q3,no,0,2,,yes,12.52,no,yes,fiber optic,25,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,70.65,142.35,0.0,0,25.04,167.39,1,2189,1
female,74,no,yes,no,no,0,united states,california,auburn,95602,38.99003,-121.114408,18197,q3,no,0,26,,yes,47.63,yes,yes,fiber optic,26,yes,yes,no,no,no,yes,no,no,month-to-month,yes,bank withdrawal,95.0,2497.2,0.0,60,1238.38,3795.58,1,4232,1
female,68,no,yes,no,no,0,united states,california,grizzly flats,95636,38.636102,-120.522149,659,q3,no,0,60,,yes,34.39,yes,yes,fiber optic,17,no,no,yes,yes,yes,yes,no,no,one year,yes,bank withdrawal,106.0,6441.4,0.0,110,2063.4,8614.8,3,5507,1
female,66,no,yes,yes,no,0,united states,california,lotus,95651,38.815515,-120.916997,485,q3,yes,5,38,,yes,15.78,yes,yes,fiber optic,30,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,74.95,2869.85,0.0,0,599.64,3469.49,1,5165,1
male,71,no,yes,yes,yes,1,united states,california,mather,95655,38.549822,-121.266725,929,q3,yes,3,1,,yes,8.38,no,yes,dsl,19,no,no,no,yes,no,no,no,yes,month-to-month,yes,credit card,49.25,49.25,0.0,0,8.38,57.63,3,4478,1
male,65,no,yes,yes,no,0,united states,california,roseville,95678,38.759751,-121.288545,30614,q3,yes,2,7,,yes,34.66,yes,yes,fiber optic,3,no,no,yes,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,101.95,700.85,0.0,0,242.62,943.47,1,2016,1
male,65,no,yes,no,no,0,united states,california,sloughhouse,95683,38.470423,-121.114897,4731,q3,no,0,2,offer e,yes,20.99,yes,yes,fiber optic,22,no,no,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,94.0,181.7,0.0,0,41.98,223.68,1,5569,1
female,69,no,yes,yes,no,0,united states,california,sacramento,95829,38.486502,-121.334051,11396,q3,yes,1,51,,yes,17.87,yes,yes,fiber optic,9,yes,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,77.5,3807.35,0.0,0,911.37,4718.72,1,5748,1
male,68,no,yes,no,no,0,united states,california,brownsville,95919,39.440687,-121.263583,1237,q3,no,0,1,offer e,yes,11.08,yes,yes,fiber optic,12,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,74.4,74.4,0.0,0,11.08,85.48,2,3429,1
male,68,no,yes,yes,no,0,united states,california,forbestown,95941,39.531028,-121.24807,452,q3,yes,1,47,,yes,8.97,yes,yes,fiber optic,19,no,no,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,100.05,4871.05,0.0,0,421.59,5292.64,1,5166,1
male,76,no,yes,yes,no,0,united states,california,redding,96002,40.527834,-122.318749,30338,q3,yes,1,40,,yes,2.85,yes,yes,fiber optic,3,yes,no,no,no,yes,yes,no,yes,month-to-month,no,bank withdrawal,101.85,4086.3,0.0,0,114.0,4200.3,1,2837,1
male,74,no,yes,yes,no,0,united states,california,shasta lake,96019,40.692523,-122.369876,6277,q3,yes,1,1,offer e,no,0.0,no,yes,cable,18,no,no,no,no,no,no,no,yes,month-to-month,no,bank withdrawal,25.05,25.05,0.0,0,0.0,25.05,1,2119,1
male,79,no,yes,no,no,0,united states,california,hornbrook,96044,41.962127,-122.527696,1026,q3,no,0,2,offer e,yes,45.41,yes,yes,fiber optic,18,no,no,no,no,no,no,no,yes,month-to-month,yes,mailed check,74.85,156.4,0.0,0,90.82,247.22,2,5378,1
female,69,no,yes,no,no,0,united states,california,mineral,96063,40.408796,-121.579609,124,q3,no,0,42,,yes,16.22,yes,yes,fiber optic,12,no,yes,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,104.75,4323.45,0.0,0,681.24,5004.69,1,2984,1
female,74,no,yes,no,no,0,united states,california,paskenta,96074,39.884395,-122.587513,263,q3,no,0,2,offer e,yes,39.63,no,yes,fiber optic,23,no,no,no,no,no,yes,no,no,month-to-month,yes,bank withdrawal,79.75,159.4,0.0,10,79.26,248.66000000000005,3,4038,1
female,71,no,yes,yes,no,0,united states,california,trinity center,96091,41.081847,-122.700545,734,q3,yes,1,14,,yes,47.01,yes,yes,fiber optic,19,no,yes,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,100.2,1369.8,0.0,0,658.14,2027.94,1,3369,1
male,69,no,yes,no,no,0,united states,california,tahoe vista,96148,39.24124,-120.054765,678,q3,no,0,66,,yes,9.9,yes,yes,fiber optic,25,no,yes,yes,yes,yes,yes,no,yes,one year,no,credit card,110.9,7432.05,0.0,0,653.4,8085.45,3,4389,1
male,74,no,yes,no,no,0,united states,california,san diego,92121,32.898613,-117.202937,4258,q3,no,0,1,,yes,3.84,yes,yes,fiber optic,13,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,76.45,76.45,0.0,10,3.84,90.29,3,3763,1
female,79,no,yes,no,no,0,united states,california,san diego,92121,32.898613,-117.202937,4258,q3,no,0,12,,yes,34.01,yes,yes,fiber optic,18,no,yes,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,91.3,1094.5,0.0,0,408.12,1502.62,2,4703,1
male,69,no,yes,yes,no,0,united states,california,san diego,92121,32.898613,-117.202937,4258,q3,no,0,6,offer e,yes,47.9,no,yes,fiber optic,6,no,no,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,95.75,573.75,0.0,0,287.4,861.15,3,5750,1
male,80,no,yes,no,no,0,united states,california,los angeles,90059,33.927254,-118.249826,38128,q3,no,0,27,,yes,42.91,yes,yes,fiber optic,5,no,yes,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,81.45,2122.05,0.0,0,1158.57,3280.62,3,2571,1
male,65,no,yes,no,no,0,united states,california,downey,90242,33.921793,-118.140588,42459,q3,no,0,3,offer e,yes,26.32,yes,yes,fiber optic,8,no,no,yes,no,yes,no,no,yes,month-to-month,no,bank withdrawal,91.05,289.1,0.0,0,78.96000000000001,368.06000000000006,2,2194,1
female,78,no,yes,yes,no,0,united states,california,hermosa beach,90254,33.86532,-118.396336,18693,q3,yes,1,2,offer e,yes,17.73,yes,yes,fiber optic,18,no,no,yes,no,no,no,no,yes,month-to-month,no,bank withdrawal,79.2,172.85,0.0,0,35.46,208.31,3,4225,1
female,75,no,yes,no,no,0,united states,california,inglewood,90304,33.936827,-118.359824,28680,q3,no,0,14,,yes,35.07,yes,yes,fiber optic,10,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,74.3,1096.25,0.0,0,490.98,1587.23,3,5342,1
male,73,no,yes,yes,no,0,united states,california,torrance,90503,33.840399,-118.353714,41979,q3,yes,1,57,offer b,yes,42.1,yes,yes,fiber optic,3,no,no,yes,no,yes,yes,no,yes,month-to-month,no,bank withdrawal,100.6,5746.15,0.0,0,2399.7000000000003,8145.85,1,5247,1
female,80,no,yes,no,no,0,united states,california,whittier,90605,33.960891,-118.032222,38181,q3,no,0,64,offer b,yes,29.12,no,yes,dsl,24,yes,yes,no,yes,yes,no,no,yes,two year,yes,credit card,70.2,4481.0,0.0,0,1863.68,6344.68,1,6080,1
female,74,no,yes,no,no,0,united states,california,buena park,90620,33.845706,-118.012204,44442,q3,no,0,2,offer e,yes,9.86,no,yes,fiber optic,21,no,no,no,no,no,no,no,yes,month-to-month,no,bank withdrawal,70.75,154.85,0.0,0,19.72,174.57,2,4407,1
female,65,no,yes,no,no,0,united states,california,bellflower,90706,33.887676,-118.127289,72893,q3,no,0,40,offer b,yes,44.86,no,yes,fiber optic,4,yes,yes,no,no,no,no,no,yes,month-to-month,yes,credit card,79.2,3233.85,0.0,0,1794.4,5028.25,1,3207,1
female,71,no,yes,no,no,0,united states,california,paramount,90723,33.897122,-118.164432,55306,q3,no,0,1,,yes,42.5,no,yes,fiber optic,8,no,no,yes,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,85.0,85.0,0.0,0,42.5,127.5,2,2650,1
male,74,no,yes,yes,no,0,united states,california,la canada flintridge,91011,34.234912,-118.153729,20200,q3,yes,3,37,,yes,49.37,yes,yes,fiber optic,4,no,no,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,92.5,3473.4,0.0,0,1826.69,5300.09,1,4127,1
male,76,no,yes,yes,no,0,united states,california,pacoima,91331,34.255442,-118.421314,97318,q3,yes,1,4,,yes,28.11,yes,yes,fiber optic,27,no,no,no,no,no,no,no,yes,month-to-month,no,bank withdrawal,74.95,308.7,0.0,0,112.44,421.14,2,3716,1
male,73,no,yes,no,no,0,united states,california,valencia,91354,34.457005,-118.573726,17846,q3,no,0,55,offer b,yes,8.93,yes,yes,fiber optic,21,yes,no,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,98.8,5617.75,0.0,0,491.15,6108.9,2,5543,1
male,71,no,yes,yes,no,0,united states,california,thousand oaks,91360,34.214054,-118.88109,42526,q3,yes,1,32,,yes,2.08,no,yes,fiber optic,25,no,no,no,no,no,yes,yes,yes,month-to-month,yes,credit card,80.3,2483.05,0.0,0,66.56,2549.61,1,5365,1
female,72,no,yes,no,no,0,united states,california,thousand oaks,91362,34.191842,-118.822796,33057,q3,no,0,66,,yes,45.59,yes,yes,fiber optic,24,no,yes,no,no,no,no,no,no,month-to-month,yes,credit card,80.45,5224.35,0.0,140,3008.94,8373.29,2,5011,1
male,76,no,yes,yes,no,0,united states,california,sherman oaks,91423,34.146957,-118.432138,29387,q3,yes,1,6,,yes,40.44,no,yes,fiber optic,25,no,yes,no,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,84.2,519.15,0.0,0,242.64,761.79,2,5834,1
female,69,no,yes,no,no,0,united states,california,rancho cucamonga,91737,34.245289,-117.642503,23079,q3,no,0,4,,yes,12.86,yes,yes,fiber optic,4,no,no,yes,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,88.85,372.45,0.0,0,51.44,423.89,3,2754,1
female,80,no,yes,no,no,0,united states,california,glendora,91740,34.119363,-117.855059,25135,q3,no,0,3,,no,0.0,no,yes,dsl,30,no,no,no,no,no,no,no,yes,month-to-month,no,bank withdrawal,25.3,77.75,0.0,0,0.0,77.75,3,3542,1
female,78,no,yes,no,no,0,united states,california,san gabriel,91776,34.089927,-118.095645,38041,q3,no,0,8,,yes,43.98,yes,yes,fiber optic,27,no,no,yes,no,yes,yes,no,yes,month-to-month,no,bank withdrawal,101.35,780.5,0.0,0,351.84,1132.34,3,5546,1
male,71,no,yes,yes,no,0,united states,california,alhambra,91801,34.090925,-118.128164,54382,q3,yes,1,3,,yes,41.3,yes,yes,fiber optic,2,no,yes,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,105.9,334.65,0.0,0,123.9,458.55,2,2715,1
male,73,no,yes,yes,no,0,united states,california,mount laguna,91948,32.830852,-116.444601,81,q3,yes,1,43,offer b,yes,17.43,yes,yes,fiber optic,26,no,yes,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,103.0,4414.3,0.0,0,749.49,5163.79,1,2505,1
female,79,no,yes,no,no,0,united states,california,san marcos,92078,33.119028,-117.166036,6760,q3,no,0,13,,yes,4.45,yes,yes,fiber optic,25,no,no,no,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,82.0,1127.2,0.0,0,57.85,1185.05,2,3363,1
female,72,no,yes,yes,no,0,united states,california,san diego,92104,32.741499,-117.127409,47689,q3,yes,1,27,,yes,45.82,no,yes,fiber optic,13,yes,no,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,101.25,2754.45,0.0,0,1237.14,3991.59,1,4853,1
male,69,no,yes,no,no,0,united states,california,san diego,92109,32.787836,-117.232376,46086,q3,no,0,25,,yes,18.46,yes,yes,fiber optic,3,no,yes,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,89.5,2196.15,0.0,0,461.5,2657.65,1,4849,1
female,79,no,yes,no,no,0,united states,california,san diego,92110,32.76501,-117.19938,24169,q3,no,0,22,,yes,5.09,yes,yes,fiber optic,23,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,74.4,1692.6,0.0,0,111.98,1804.58,1,2407,1
female,68,no,yes,yes,no,0,united states,california,san diego,92114,32.707892,-117.05512,66838,q3,yes,1,18,,yes,25.27,yes,yes,fiber optic,15,no,no,no,yes,yes,yes,no,yes,month-to-month,no,bank withdrawal,99.75,1836.25,0.0,0,454.86,2291.11,2,5857,1
female,77,no,yes,no,no,0,united states,california,san diego,92115,32.762506,-117.07245,56887,q3,no,0,56,offer b,yes,19.46,yes,yes,fiber optic,28,no,yes,yes,yes,yes,yes,no,yes,one year,yes,bank withdrawal,111.95,6418.9,0.0,0,1089.76,7508.66,3,4060,1
male,68,no,yes,no,no,0,united states,california,san diego,92123,32.808814,-117.134694,25232,q3,no,0,16,,no,0.0,no,yes,dsl,24,no,yes,no,no,yes,no,no,yes,month-to-month,yes,mailed check,39.0,679.85,0.0,0,0.0,679.85,1,5692,1
female,79,no,yes,yes,no,0,united states,california,indian wells,92210,33.537646,-116.291089,3873,q3,yes,1,50,offer b,yes,37.12,yes,yes,fiber optic,4,no,yes,no,no,yes,no,no,no,month-to-month,yes,bank withdrawal,88.05,4367.35,0.0,100,1856.0,6323.35,3,5813,1
female,68,no,yes,no,no,0,united states,california,el centro,92243,32.770393,-115.60915,43712,q3,no,0,3,,yes,23.82,yes,yes,fiber optic,30,no,no,no,no,no,no,no,yes,month-to-month,yes,credit card,75.05,256.25,0.0,0,71.46000000000001,327.71000000000004,1,3553,1
female,73,no,yes,yes,no,0,united states,california,fallbrook,92028,33.362575,-117.299644,42239,q3,yes,1,1,,yes,31.27,yes,yes,fiber optic,11,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,74.45,74.45,0.0,10,31.27,115.72,2,2394,1
male,79,no,yes,no,no,0,united states,california,escondido,92027,33.141265,-116.967221,48690,q3,no,0,1,,yes,8.35,yes,yes,fiber optic,23,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,75.75,75.75,0.0,0,8.35,84.1,1,5571,1
male,75,no,yes,yes,no,0,united states,california,fallbrook,92028,33.362575,-117.299644,42239,q3,no,0,4,,yes,10.61,yes,yes,fiber optic,8,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,74.4,306.6,0.0,20,42.44,369.04,2,5839,1
female,69,no,yes,yes,no,0,united states,california,los angeles,90033,34.050198,-118.210946,49431,q3,yes,3,71,,yes,47.02,yes,yes,fiber optic,12,yes,yes,yes,yes,no,no,no,yes,two year,yes,credit card,96.35,6766.95,0.0,0,3338.42,10105.37,4,5309,0
male,79,no,yes,yes,no,0,united states,california,los angeles,90034,34.030578,-118.399613,58218,q3,yes,10,2,offer e,yes,33.1,no,yes,fiber optic,11,no,no,yes,no,yes,yes,no,no,one year,yes,credit card,95.5,181.65,0.0,10,66.2,257.85,5,4449,0
male,71,no,yes,no,no,0,united states,california,los angeles,90037,34.002642,-118.287596,56709,q3,no,0,1,offer e,yes,11.89,no,yes,dsl,12,no,no,no,no,no,no,no,yes,one year,no,bank withdrawal,45.25,45.25,0.0,0,11.89,57.14,3,3144,0
female,65,no,yes,no,no,0,united states,california,los angeles,90059,33.927254,-118.249826,38128,q3,no,0,43,offer b,yes,12.58,yes,yes,fiber optic,26,no,yes,no,no,yes,no,no,yes,one year,yes,bank withdrawal,90.25,3838.75,0.0,0,540.94,4379.6900000000005,4,2223,0
female,65,no,yes,yes,no,0,united states,california,los angeles,90062,34.003553,-118.308933,29299,q3,yes,9,25,,yes,30.6,yes,yes,dsl,2,yes,no,no,yes,yes,no,no,yes,one year,yes,credit card,69.5,1752.65,0.0,0,765.0,2517.65,4,3154,0
female,72,no,yes,yes,no,0,united states,california,los angeles,90064,34.037251,-118.423573,24505,q3,yes,9,60,offer b,yes,48.9,no,yes,cable,16,yes,yes,yes,yes,no,yes,no,yes,one year,yes,credit card,74.85,4456.35,0.0,0,2934.0,7390.35,3,5153,0
male,77,no,yes,yes,no,0,united states,california,los angeles,90067,34.057496,-118.413959,2527,q3,yes,3,66,,yes,21.79,yes,yes,fiber optic,9,no,yes,yes,yes,yes,yes,no,yes,one year,yes,bank withdrawal,108.45,7076.35,0.0,0,1438.14,8514.49,5,4582,0
male,71,no,yes,yes,no,0,united states,california,downey,90241,33.940884,-118.128628,40152,q3,yes,9,64,offer b,yes,16.33,yes,yes,fiber optic,10,yes,no,yes,yes,yes,yes,no,yes,two year,yes,bank withdrawal,111.6,7099.0,0.0,0,1045.12,8144.12,4,4881,0
female,73,no,yes,no,no,0,united states,california,gardena,90247,33.890853,-118.297967,47758,q3,no,0,56,,yes,47.13,yes,yes,fiber optic,29,yes,yes,yes,no,yes,yes,no,yes,one year,no,bank withdrawal,110.5,6139.5,0.0,0,2639.28,8778.78,4,4463,0
male,80,no,yes,no,no,0,united states,california,hawthorne,90250,33.914775,-118.348083,93315,q3,no,0,30,,yes,38.61,no,yes,dsl,5,yes,yes,no,no,yes,yes,no,yes,one year,yes,bank withdrawal,74.75,2111.3,0.0,0,1158.3,3269.6000000000004,4,3033,0
male,79,no,yes,no,no,0,united states,california,redondo beach,90278,33.873395,-118.37019,37322,q3,no,0,1,,yes,27.65,no,yes,fiber optic,2,no,no,no,yes,no,no,no,yes,one year,no,bank withdrawal,74.7,74.7,0.0,0,27.65,102.35,5,4182,0
female,65,no,yes,yes,no,0,united states,california,santa monica,90402,34.035849,-118.503508,11509,q3,no,0,66,offer a,no,0.0,no,yes,cable,9,no,yes,yes,no,yes,no,no,yes,one year,no,bank withdrawal,45.55,3027.25,0.0,0,0.0,3027.25,5,6238,0
male,73,no,yes,no,no,0,united states,california,artesia,90701,33.867593,-118.080637,16398,q3,no,0,71,offer a,no,0.0,no,yes,dsl,20,yes,yes,no,no,yes,yes,yes,yes,one year,yes,bank withdrawal,56.45,3985.35,0.0,0,0.0,3985.35,3,5372,0
female,71,no,yes,yes,no,0,united states,california,paramount,90723,33.897122,-118.164432,55306,q3,yes,1,72,offer a,yes,20.48,yes,yes,dsl,6,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,credit card,88.05,6425.65,0.0,0,1474.56,7900.209999999999,3,6102,0
male,66,no,yes,yes,no,0,united states,california,sunset beach,90742,33.719221,-118.073596,1107,q3,yes,7,71,offer a,yes,30.72,yes,no,,0,no,no,no,no,no,no,no,no,two year,no,bank withdrawal,23.95,1756.2,0.0,0,2181.12,3937.32,3,4329,0
male,66,no,yes,yes,no,0,united states,california,thousand oaks,91360,34.214054,-118.88109,42526,q3,yes,1,23,,yes,42.59,yes,yes,fiber optic,2,no,no,no,no,no,yes,yes,yes,one year,no,bank withdrawal,86.8,1975.85,0.0,0,979.57,2955.42,3,5788,0
female,77,no,yes,yes,no,0,united states,california,baldwin park,91706,34.098275,-117.967399,76890,q3,yes,2,65,,yes,38.32,no,yes,fiber optic,25,yes,yes,yes,no,no,yes,yes,yes,one year,no,bank withdrawal,94.4,6126.15,0.0,0,2490.8,8616.95,4,5348,0
female,68,no,yes,no,no,0,united states,california,chino hills,91709,33.942895,-117.725644,66754,q3,no,0,13,,yes,10.51,no,yes,dsl,20,no,yes,yes,no,no,no,no,yes,one year,yes,bank withdrawal,54.8,731.3,0.0,0,136.63,867.93,4,5557,0
